Name,AUID,Coords,Const,Type,Period,Mag
"GDS_J1620229-532707","--","16 20 22.90 -53 27 07.8","Nor","VAR","--","15.57 (0.63) r"
"GDS_J1620238-533915","--","16 20 23.88 -53 39 15.9","Nor","VAR","--","15.31 (0.66) r"
"GDS_J1620286-505333","--","16 20 28.60 -50 53 33.5","Nor","VAR","--","14.27 (0.23) r"
"GDS_J1620308-505342","--","16 20 30.82 -50 53 42.4","Nor","VAR","--","14.83 (0.48) r"
"GDS_J1620336-532239","--","16 20 33.66 -53 22 39.6","Nor","VAR","--","15.05 (0.42) r"
"GDS_J1620342-531327","--","16 20 34.20 -53 13 27.8","Nor","VAR","--","15.36 (0.66) r"
"GDS_J1620358-531635","--","16 20 35.84 -53 16 35.8","Nor","VAR","--","16.11 (2.81) r"
"GDS_J1620389-521159","--","16 20 38.99 -52 11 59.8","Nor","VAR","--","14.36 (0.41) r"
"GDS_J1620393-533333","--","16 20 39.38 -53 33 33.7","Nor","VAR","--","15.14 - ? r"
"GDS_J1620441-492458","--","16 20 44.15 -49 24 58.0","Nor","VAR","--","14.02 (0.31) r"
"GDS_J1620483-544644","--","16 20 48.37 -54 46 44.3","Nor","VAR","--","15.54 (0.60) r"
"GDS_J1620488-494038","--","16 20 48.88 -49 40 38.7","Nor","VAR","--","14.33 (0.33) r"
"GDS_J1620488-533958","--","16 20 48.82 -53 39 58.5","Nor","VAR","--","16.45 (0.92) r"
"GDS_J1620496-533730","--","16 20 49.69 -53 37 30.3","Nor","VAR","--","15.77 (0.65) r"
"GDS_J1620532-540358","--","16 20 53.02 -54 03 58.9","Nor","VAR","--","11.22 (0.69) r"
"GDS_J1621002-545430","--","16 21 00.02 -54 54 30.5","Nor","VAR","--","14.93 (0.46) r"
"GDS_J1621016-545456","--","16 21 01.64 -54 54 56.7","Nor","VAR","--","14.54 (0.43) r"
"GDS_J1621127-535322","--","16 21 12.72 -53 53 22.2","Nor","VAR","--","15.63 (0.79) r"
"GDS_J1621295-525940","--","16 21 29.55 -52 59 40.1","Nor","VAR","--","15.39 (0.82) r"
"GDS_J1621313-525926","--","16 21 31.03 -52 59 26.9","Nor","VAR","--","15.30 (0.53) r"
"GDS_J1621387-503918","--","16 21 38.70 -50 39 18.6","Nor","VAR","--","13.67 (0.29) r"
"GDS_J1621399-503919","--","16 21 39.98 -50 39 19.9","Nor","VAR","--","15.61 (1.11) r"
"GDS_J1621427-485020","--","16 21 42.71 -48 50 20.0","Nor","VAR","--","14.52 (0.28) r"
"GDS_J1621436-485740","--","16 21 43.60 -48 57 40.5","Nor","VAR","--","14.48 (0.39) r"
"GDS_J1622066-512825","--","16 22 06.60 -51 28 25.4","Nor","VAR","--","14.28 (0.52) r"
"GDS_J1622135-533900","--","16 22 13.51 -53 39 00.1","Nor","VAR","--","12.52 (0.18) r"
"GDS_J1622154-533924","--","16 22 15.44 -53 39 24.5","Nor","VAR","--","15.21 (0.56) r"
"GDS_J1622296-512219","--","16 22 29.61 -51 22 19.7","Nor","VAR","--","15.29 (0.56) r"
"GDS_J1622306-512230","--","16 22 30.69 -51 22 30.3","Nor","VAR","--","15.14 (0.91) i"
"GDS_J1622311-493449","--","16 22 31.18 -49 34 49.1","Nor","VAR","--","14.51 (0.93) i"
"GDS_J1622324-493507","--","16 22 32.48 -49 35 07.7","Nor","VAR","--","15.59 (0.84) r"
"GDS_J1622327-493434","--","16 22 32.74 -49 34 34.1","Nor","VAR","--","15.38 (0.86) r"
"GDS_J1622329-540418","--","16 22 32.94 -54 04 18.9","Nor","VAR","--","15.44 (0.73) r"
"GDS_J1622343-481325","--","16 22 34.33 -48 13 25.4","Nor","VAR","--","16.95 (3.13) r"
"GDS_J1622344-481350","--","16 22 34.48 -48 13 50.7","Nor","VAR","--","13.81 (0.21) r"
"GDS_J1623037-515747","--","16 23 03.07 -51 57 47.8","Nor","VAR","--","16.26 (0.66) r"
"GDS_J1623087-515725","--","16 23 08.78 -51 57 25.7","Nor","VAR","--","12.21 (0.23) r"
"GDS_J1623112-515857","--","16 23 11.21 -51 58 57.9","Nor","VAR","--","14.67 (0.86) i"
"GDS_J1623227-523307","--","16 23 22.77 -52 33 07.9","Nor","VAR","--","15.43 (1.23) i"
"GDS_J1623247-521246","--","16 23 24.73 -52 12 46.1","Nor","VAR","--","13.76 (0.35) r"
"GDS_J1623389-474215","--","16 23 38.96 -47 42 15.9","Nor","VAR","--","15.39 (0.81) r"
"GDS_J1623401-474221","--","16 23 40.11 -47 42 21.0","Nor","VAR","--","13.61 (0.16) r"
"GDS_J1623435-515746","--","16 23 43.56 -51 57 46.7","Nor","VAR","--","13.12 (0.17) r"
"GDS_J1623462-515717","--","16 23 46.25 -51 57 17.7","Nor","VAR","--","14.11 (0.51) i"
"GDS_J1624061-533552","--","16 24 06.13 -53 35 52.2","Nor","VAR","--","15.23 (0.52) r"
"GDS_J1624066-533542","--","16 24 06.62 -53 35 42.5","Nor","VAR","--","15.51 (0.91) r"
"GDS_J1624102-515106","--","16 24 10.21 -51 51 06.6","Nor","VAR","--","14.68 (0.84) r"
"GDS_J1624164-524347","--","16 24 16.48 -52 43 47.1","Nor","VAR","--","14.13 (0.87) r"
"GDS_J1624323-513938","--","16 24 32.34 -51 39 38.4","Nor","VAR","--","15.76 (0.62) r"
"GDS_J1624559-474237","--","16 24 55.99 -47 42 37.8","Nor","VAR","--","15.08 (0.67) r"
"GDS_J1624565-474216","--","16 24 56.56 -47 42 16.1","Nor","VAR","--","14.46 (0.35) r"
"GDS_J1624569-474233","--","16 24 56.93 -47 42 33.7","Nor","VAR","--","14.98 (0.49) r"
"GDS_J1625121-472702","--","16 25 12.01 -47 27 02.4","Nor","VAR","--","12.95 (0.21) r"
"GDS_J1625151-490837","--","16 25 15.19 -49 08 37.9","Nor","VAR","--","14.53 (0.73) i"
"GDS_J1625232-522516","--","16 25 23.20 -52 25 16.2","Nor","VAR","--","16.20 - ? r"
"GDS_J1625294-522430","--","16 25 29.48 -52 24 30.7","Nor","VAR","--","13.27 (0.80) r"
"GDS_J1625446-533534","--","16 25 44.61 -53 35 34.6","Nor","VAR","--","13.99 (0.45) i"
"GDS_J1625457-463622","--","16 25 45.70 -46 36 22.4","Nor","VAR","--","14.92 (0.53) r"
"GDS_J1625463-533544","--","16 25 46.03 -53 35 44.7","Nor","VAR","--","12.56 (0.48) r"
"GDS_J1625467-463559","--","16 25 46.79 -46 35 59.0","Nor","VAR","--","15.38 (1.29) i"
"GDS_J1626077-523130","--","16 26 07.74 -52 31 30.8","Nor","VAR","--","14.29 (0.56) i"
"GDS_J1626185-523245","--","16 26 18.57 -52 32 45.6","Nor","VAR","--","14.85 - ? r"
"GDS_J1626269-483705","--","16 26 26.09 -48 37 05.6","Nor","VAR","--","14.24 (0.67) i"
"GDS_J1626272-483730","--","16 26 27.21 -48 37 30.3","Nor","VAR","--","13.41 (0.32) r"
"GDS_J1626292-520621","--","16 26 29.28 -52 06 21.3","Nor","VAR","--","13.39 (0.15) r"
"GDS_J1626295-520638","--","16 26 29.56 -52 06 38.8","Nor","VAR","--","13.33 (0.14) r"
"GDS_J1626329-530326","--","16 26 32.96 -53 03 26.3","Nor","VAR","--","14.18 (0.55) i"
"GDS_J1626398-520436","--","16 26 39.88 -52 04 36.9","Nor","VAR","--","13.04 (0.51) r"
"GDS_J1626456-514437","--","16 26 45.66 -51 44 37.5","Nor","VAR","--","13.99 (0.44) r"
"GDS_J1627005-515646","--","16 27 00.56 -51 56 46.0","Nor","VAR","--","13.19 (0.57) r"
"GDS_J1627026-531110","--","16 27 02.68 -53 11 10.9","Nor","VAR","--","14.89 (0.57) r"
"GDS_J1627036-515652","--","16 27 03.60 -51 56 52.2","Nor","VAR","--","13.28 (0.69) r"
"GDS_J1627038-531053","--","16 27 03.85 -53 10 53.3","Nor","VAR","--","16.15 (1.03) r"
"GDS_J1627045-533931","--","16 27 04.53 -53 39 31.5","Nor","VAR","--","12.07 (0.20) r"
"GDS_J1627524-520339","--","16 27 52.04 -52 03 39.9","Nor","VAR","--","13.54 (0.42) r"
"GDS_J1627525-484326","--","16 27 52.50 -48 43 26.4","Nor","VAR","--","11.50 (0.53) r"
"GDS_J1628089-521332","--","16 28 08.98 -52 13 32.2","Nor","VAR","--","13.53 (0.12) r"
"GDS_J1628152-440103","--","16 28 15.29 -44 01 03.5","Nor","VAR","--","14.97 (0.57) r"
"GDS_J1628175-440119","--","16 28 17.59 -44 01 19.4","Nor","VAR","--","14.25 (0.31) r"
"GDS_J1628197-452133","--","16 28 19.77 -45 21 33.1","Nor","VAR","--","15.07 (0.52) r"
"GDS_J1628202-452146","--","16 28 20.20 -45 21 46.5","Nor","VAR","--","14.48 (0.92) i"
"GDS_J1628499-521412","--","16 28 49.09 -52 14 12.2","Nor","VAR","--","11.74 (0.13) r"
"GDS_J1629074-525015","--","16 29 07.47 -52 50 15.0","Nor","VAR","--","15.16 (0.62) r"
"GDS_J1629168-490403","--","16 29 16.82 -49 04 03.3","Nor","VAR","--","15.49 (0.88) r"
"GDS_J1629284-461453","--","16 29 28.42 -46 14 53.3","Nor","VAR","--","16.36 (1.31) r"
"GDS_J1629377-461457","--","16 29 37.75 -46 14 57.5","Nor","VAR","--","15.35 (0.82) r"
"GDS_J1629443-491225","--","16 29 44.30 -49 12 25.3","Nor","VAR","--","13.44 (0.34) r"
"GDS_J1629471-491230","--","16 29 47.17 -49 12 30.2","Nor","VAR","--","15.51 (0.86) r"
"GDS_J1629573-531308","--","16 29 57.38 -53 13 08.1","Nor","VAR","--","14.72 (0.81) i"
"GDS_J1629576-531333","--","16 29 57.06 -53 13 33.4","Nor","VAR","--","15.65 (0.59) r"
"GDS_J1630086-520510","--","16 30 08.67 -52 05 10.2","Nor","VAR","--","15.82 (0.87) r"
"GDS_J1630189-444304","--","16 30 18.93 -44 43 04.7","Nor","VAR","--","14.16 (0.23) r"
"GDS_J1630288-511150","--","16 30 28.83 -51 11 50.3","Nor","VAR","--","14.57 (0.25) r"
"GDS_J1630295-482502","--","16 30 29.56 -48 25 02.7","Nor","VAR","--","15.45 (1.92) r"
"GDS_J1630309-511147","--","16 30 30.96 -51 11 47.3","Nor","VAR","--","16.69 (1.22) r"
"GDS_J1631203-532249","--","16 31 20.34 -53 22 49.7","Nor","VAR","--","14.94 (0.53) r"
"GDS_J1631562-445307","--","16 31 56.22 -44 53 07.5","Nor","VAR","--","15.36 (0.60) r"
"GDS_J1631578-445241","--","16 31 57.85 -44 52 41.9","Nor","VAR","--","14.62 (0.29) r"
"GDS_J1631579-480930","--","16 31 57.99 -48 09 30.5","Nor","VAR","--","16.10 (1.69) r"
"GDS_J1632287-480613","--","16 32 28.07 -48 06 13.7","Nor","VAR","--","13.38 (0.15) r"
"GDS_J1632329-514050","--","16 32 32.95 -51 40 50.4","Nor","VAR","--","16.18 (1.50) r"
"GDS_J1632517-521827","--","16 32 51.73 -52 18 27.6","Nor","VAR","--","15.74 (0.56) r"
"GDS_J1632544-521812","--","16 32 54.40 -52 18 12.2","Nor","VAR","--","15.03 (0.62) r"
"GDS_J1633103-513032","--","16 33 10.39 -51 30 32.0","Nor","VAR","--","15.60 (0.76) r"
"GDS_J1633108-522528","--","16 33 10.08 -52 25 28.8","Nor","VAR","--","14.41 (0.63) i"
"GDS_J1633213-484553","--","16 33 21.30 -48 45 53.2","Nor","VAR","--","14.24 (0.22) r"
"GDS_J1633306-512144","--","16 33 30.60 -51 21 44.5","Nor","VAR","--","13.25 (0.28) r"
"GDS_J1633330-512144","--","16 33 33.00 -51 21 44.0","Nor","VAR","--","13.33 (0.39) r"
"GDS_J1633472-480702","--","16 33 47.20 -48 07 02.2","Nor","VAR","--","14.92 (0.54) r"
"GDS_J1633505-525101","--","16 33 50.05 -52 51 01.3","Nor","VAR","--","14.77 (0.80) i"
"GDS_J1633525-525050","--","16 33 52.51 -52 50 50.9","Nor","VAR","--","14.47 (1.04) i"
"GDS_J1634119-523748","--","16 34 11.94 -52 37 48.8","Nor","VAR","--","14.91 (0.40) r"
"GDS_J1634183-494245","--","16 34 18.30 -49 42 45.6","Nor","VAR","--","13.74 (0.17) r"
"GDS_J1634416-492625","--","16 34 41.65 -49 26 25.9","Ara","VAR","--","15.39 (0.92) r"
"GDS_J1634432-494154","--","16 34 43.27 -49 41 54.5","Ara","VAR","--","11.23 (0.13) r"
"GDS_J1634583-452204","--","16 34 58.37 -45 22 04.2","Sco","VAR","--","16.45 (1.83) r"
"GDS_J1635207-511211","--","16 35 20.73 -51 12 11.5","Ara","VAR","--","14.65 (0.34) r"
"GDS_J1635411-484738","--","16 35 41.19 -48 47 38.1","Ara","VAR","--","14.96 (0.57) r"
"GDS_J1636229-425227","--","16 36 22.98 -42 52 27.3","Sco","VAR","--","15.28 (0.52) r"
"GDS_J1636271-425127","--","16 36 27.11 -42 51 27.9","Sco","VAR","--","15.77 (0.86) r"
"GDS_J1636405-454524","--","16 36 40.53 -45 45 24.5","Ara","VAR","--","14.35 (0.44) r"
"GDS_J1636433-461938","--","16 36 43.33 -46 19 38.7","Ara","VAR","--","14.46 (0.29) r"
"GDS_J1636433-461951","--","16 36 43.36 -46 19 51.5","Ara","VAR","--","14.41 (0.56) r"
"GDS_J1636582-451848","--","16 36 58.23 -45 18 48.0","Sco","VAR","--","14.02 (0.36) r"
"GDS_J1637387-464113","--","16 37 38.77 -46 41 13.0","Ara","VAR","--","12.85 (0.17) r"
"GDS_J1637552-450827","--","16 37 55.02 -45 08 27.6","Sco","VAR","--","14.56 (0.38) r"
"GDS_J1637569-492825","--","16 37 56.93 -49 28 25.4","Ara","VAR","--","15.52 (0.38) r"
"GDS_J1637586-492833","--","16 37 58.65 -49 28 33.7","Ara","VAR","--","15.58 (0.70) r"
"GDS_J1638014-445157","--","16 38 01.43 -44 51 57.7","Sco","VAR","--","14.28 (0.51) r"
"GDS_J1638037-445147","--","16 38 03.79 -44 51 47.0","Sco","VAR","--","13.44 (0.31) r"
"GDS_J1638083-454943","--","16 38 08.36 -45 49 43.6","Ara","VAR","--","14.96 - ? r"
"GDS_J1638199-453534","--","16 38 19.97 -45 35 34.2","Sco","VAR","--","14.71 (0.43) r"
"GDS_J1638221-442235","--","16 38 22.14 -44 22 35.2","Sco","VAR","--","15.00 (0.42) r"
"GDS_J1638234-442210","--","16 38 23.46 -44 22 10.7","Sco","VAR","--","11.57 (0.21) r"
"GDS_J1638289-451829","--","16 38 28.95 -45 18 29.0","Sco","VAR","--","13.03 (0.20) r"
"GDS_J1638547-455323","--","16 38 54.71 -45 53 23.3","Ara","VAR","--","13.77 (0.42) r"
"GDS_J1639115-502530","--","16 39 11.58 -50 25 30.9","Ara","VAR","--","15.32 (0.73) r"
"GDS_J1639146-464824","--","16 39 14.64 -46 48 24.3","Ara","VAR","--","14.42 (1.18) i"
"GDS_J1639269-463910","--","16 39 26.96 -46 39 10.3","Ara","VAR","--","14.72 (1.07) i"
"GDS_J1640282-460830","--","16 40 28.23 -46 08 30.3","Ara","VAR","--","17.41 (2.65) r"
"GDS_J1640395-452925","--","16 40 39.56 -45 29 25.5","Sco","VAR","--","11.36 (0.08) r"
"GDS_J1640591-442725","--","16 40 59.18 -44 27 25.6","Sco","VAR","--","14.58 (1.58) r"
"GDS_J1641149-484530","--","16 41 14.97 -48 45 30.2","Ara","VAR","--","15.02 (0.36) r"
"GDS_J1641322-451351","--","16 41 32.26 -45 13 51.6","Sco","VAR","--","15.18 (0.49) r"
"GDS_J1641322-474752","--","16 41 32.23 -47 47 52.0","Ara","VAR","--","13.08 (0.18) r"
"GDS_J1641335-474740","--","16 41 33.56 -47 47 40.3","Ara","VAR","--","14.18 (0.37) r"
"GDS_J1641552-462826","--","16 41 55.20 -46 28 26.1","Ara","VAR","--","15.64 (2.70) i"
"GDS_J1642377-452047","--","16 42 37.79 -45 20 47.7","Sco","VAR","--","14.09 (0.22) r"
"GDS_J1643036-420633","--","16 43 03.68 -42 06 33.6","Sco","VAR","--","14.08 (0.27) r"
"GDS_J1643205-471642","--","16 43 20.52 -47 16 42.0","Ara","VAR","--","13.66 (0.25) r"
"GDS_J1643374-471033","--","16 43 37.40 -47 10 33.6","Ara","VAR","--","13.52 (0.16) r"
"GDS_J1644416-472310","--","16 44 41.69 -47 23 10.4","Ara","VAR","--","11.43 (0.17) r"
"GDS_J1644529-471714","--","16 44 52.91 -47 17 14.6","Ara","VAR","--","14.69 (0.40) r"
"GDS_J1645092-462132","--","16 45 09.20 -46 21 32.0","Ara","VAR","--","15.16 (0.76) r"
"GDS_J1645103-432556","--","16 45 10.37 -43 25 56.6","Sco","VAR","--","14.06 (0.61) i"
"GDS_J1645118-432615","--","16 45 11.88 -43 26 15.7","Sco","VAR","--","14.29 (0.42) r"
"GDS_J1645434-493245","--","16 45 43.45 -49 32 45.0","Ara","VAR","--","13.97 (0.33) r"
"GDS_J1645511-511624","--","16 45 51.12 -51 16 24.0","Ara","VAR","--","13.55 (0.39) r"
"GDS_J1645521-511557","--","16 45 52.01 -51 15 57.5","Ara","VAR","--","15.19 (0.60) r"
"GDS_J1645566-471152","--","16 45 56.65 -47 11 52.8","Ara","VAR","--","13.07 (0.23) r"
"GDS_J1646295-470208","--","16 46 29.51 -47 02 08.6","Ara","VAR","--","13.28 (0.30) r"
"GDS_J1646552-503245","--","16 46 55.25 -50 32 45.9","Ara","VAR","--","14.10 (0.59) i"
"GDS_J1646559-503307","--","16 46 55.90 -50 33 07.2","Ara","VAR","--","15.58 (0.65) r"
"GDS_J1647059-503121","--","16 47 05.96 -50 31 21.6","Ara","VAR","--","17.27 (3.58) r"
"GDS_J1647068-503118","--","16 47 06.86 -50 31 18.0","Ara","VAR","--","14.49 (0.29) r"
"GDS_J1647119-510924","--","16 47 11.92 -51 09 24.2","Ara","VAR","--","14.82 (0.88) i"
"GDS_J1647235-415151","--","16 47 23.56 -41 51 51.4","Sco","VAR","--","13.69 (0.20) r"
"GDS_J1647241-432522","--","16 47 24.18 -43 25 22.0","Sco","VAR","--","15.15 (0.34) r"
"GDS_J1647248-415125","--","16 47 24.89 -41 51 25.7","Sco","VAR","--","15.06 (0.43) r"
"GDS_J1647314-450641","--","16 47 31.46 -45 06 41.6","Sco","VAR","--","13.00 (0.14) r"
"GDS_J1647469-511051","--","16 47 46.97 -51 10 51.6","Ara","VAR","--","17.14 (2.04) r"
"GDS_J1647535-455618","--","16 47 53.53 -45 56 18.2","Ara","VAR","--","14.71 (0.55) r"
"GDS_J1648496-430845","--","16 48 49.62 -43 08 45.7","Sco","VAR","--","15.50 (0.84) r"
"GDS_J1648529-470249","--","16 48 52.93 -47 02 49.1","Ara","VAR","--","17.16 (2.10) r"
"GDS_J1649337-402703","--","16 49 33.73 -40 27 03.9","Sco","VAR","--","14.16 (0.50) i"
"GDS_J1649429-390431","--","16 49 42.92 -39 04 31.5","Sco","VAR","--","15.40 (0.57) r"
"GDS_J1649444-414136","--","16 49 44.48 -41 41 36.9","Sco","VAR","--","13.73 (0.23) r"
"GDS_J1649579-431927","--","16 49 57.94 -43 19 27.2","Sco","VAR","--","15.20 (0.59) r"
"GDS_J1651367-411424","--","16 51 36.72 -41 14 24.6","Sco","VAR","--","13.97 (0.60) i"
"GDS_J1651448-433853","--","16 51 44.85 -43 38 53.8","Sco","VAR","--","12.41 (0.17) r"
"GDS_J1651537-400058","--","16 51 53.75 -40 00 58.3","Sco","VAR","--","14.40 (0.53) i"
"GDS_J1652003-385442","--","16 52 00.33 -38 54 42.9","Sco","VAR","--","15.39 (3.12) r"
"GDS_J1652004-385431","--","16 52 00.42 -38 54 31.1","Sco","VAR","--","16.32 (0.91) r"
"GDS_J1652011-390328","--","16 52 01.01 -39 03 28.3","Sco","VAR","--","12.70 (0.47) r"
"GDS_J1652303-414017","--","16 52 30.36 -41 40 17.7","Sco","VAR","--","15.07 (0.41) r"
"GDS_J1654096-415028","--","16 54 09.66 -41 50 28.8","Sco","VAR","--","15.89 (1.28) r"
"GDS_J1654307-405250","--","16 54 30.76 -40 52 50.9","Sco","VAR","--","13.61 (0.36) r"
"GDS_J1654310-442915","--","16 54 31.00 -44 29 15.7","Sco","VAR","--","14.71 (0.68) r"
"GDS_J1654325-422030","--","16 54 32.57 -42 20 30.6","Sco","VAR","--","13.76 (0.59) i"
"GDS_J1654331-405256","--","16 54 33.14 -40 52 56.7","Sco","VAR","--","17.32 (2.09) r"
"GDS_J1654337-422015","--","16 54 33.71 -42 20 15.2","Sco","VAR","--","15.41 (0.85) r"
"GDS_J1654505-482734","--","16 54 50.54 -48 27 34.9","Ara","VAR","--","13.95 (0.40) r"
"GDS_J1654529-482718","--","16 54 52.92 -48 27 18.2","Ara","VAR","--","13.88 (0.44) i"
"GDS_J1655122-385353","--","16 55 12.02 -38 53 53.2","Sco","VAR","--","14.53 (0.74) r"
"GDS_J1655126-442716","--","16 55 12.62 -44 27 16.7","Sco","VAR","--","12.17 (0.16) r"
"GDS_J1655178-483712","--","16 55 17.88 -48 37 12.0","Ara","VAR","--","15.00 (0.39) r"
"GDS_J1655495-432506","--","16 55 49.50 -43 25 06.6","Sco","VAR","--","14.80 (0.67) r"
"GDS_J1655598-405737","--","16 55 59.83 -40 57 37.0","Sco","VAR","--","16.37 (1.94) r"
"GDS_J1656003-405753","--","16 56 00.35 -40 57 53.7","Sco","VAR","--","17.16 (2.17) r"
"GDS_J1656144-404101","--","16 56 14.47 -40 41 01.4","Sco","VAR","--","12.02 (0.12) r"
"GDS_J1656333-403242","--","16 56 33.39 -40 32 42.0","Sco","VAR","--","16.38 (1.33) r"
"GDS_J1657161-425243","--","16 57 16.01 -42 52 43.0","Sco","VAR","--","14.90 (0.38) r"
"GDS_J1657462-390650","--","16 57 46.28 -39 06 50.6","Sco","VAR","--","14.93 (0.43) r"
"GDS_J1658028-405616","--","16 58 02.83 -40 56 16.0","Sco","VAR","--","14.98 (1.06) i"
"GDS_J1700065-443629","--","17 00 06.57 -44 36 29.1","Sco","VAR","--","15.20 (0.77) r"
"GDS_J1701033-443956","--","17 01 03.30 -44 39 56.3","Sco","VAR","--","14.96 (0.41) r"
"GDS_J1701075-443926","--","17 01 07.59 -44 39 26.5","Sco","VAR","--","15.32 (0.52) r"
"GDS_J1701468-441442","--","17 01 46.08 -44 14 42.5","Sco","VAR","--","13.32 (0.15) r"
"GDS_J1701484-380206","--","17 01 48.48 -38 02 06.9","Sco","VAR","--","16.22 (1.46) r"
"GDS_J1703384-395602","--","17 03 38.47 -39 56 02.8","Sco","VAR","--","12.23 (0.11) r"
"GDS_J1703506-442302","--","17 03 50.65 -44 23 02.8","Sco","VAR","--","13.56 (0.18) r"
"GDS_J1703522-442314","--","17 03 52.28 -44 23 14.1","Sco","VAR","--","15.11 - ? r"
"GDS_J1703548-370948","--","17 03 54.86 -37 09 48.1","Sco","VAR","--","15.93 (0.84) r"
"GDS_J1703586-443250","--","17 03 58.60 -44 32 50.4","Sco","VAR","--","17.38 (2.32) r"
"GDS_J1704075-451209","--","17 04 07.50 -45 12 09.1","Sco","VAR","--","13.40 (0.39) r"
"GDS_J1704085-440853","--","17 04 08.54 -44 08 53.7","Sco","VAR","--","13.41 (0.27) r"
"GDS_J1704092-443329","--","17 04 09.29 -44 33 29.0","Sco","VAR","--","14.17 (0.64) r"
"GDS_J1704123-402143","--","17 04 12.33 -40 21 43.7","Sco","VAR","--","13.77 (0.21) r"
"GDS_J1704285-370928","--","17 04 28.51 -37 09 28.7","Sco","VAR","--","15.71 (1.62) r"
"GDS_J1704316-442902","--","17 04 31.64 -44 29 02.7","Sco","VAR","--","14.27 (0.36) r"
"GDS_J1704513-364732","--","17 04 51.03 -36 47 32.0","Sco","VAR","--","14.70 (0.66) r"
"GDS_J1705017-350655","--","17 05 01.77 -35 06 55.6","Sco","VAR","--","14.47 (0.43) r"
"GDS_J1705023-350709","--","17 05 02.32 -35 07 09.7","Sco","VAR","--","14.68 (0.43) r"
"GDS_J1705216-372055","--","17 05 21.06 -37 20 55.2","Sco","VAR","--","14.91 (0.77) i"
"GDS_J1705261-372109","--","17 05 26.16 -37 21 09.9","Sco","VAR","--","9.94 (0.15) r"
"GDS_J1706127-365959","--","17 06 12.77 -36 59 59.6","Sco","VAR","--","14.73 (0.77) i"
"GDS_J1707335-362428","--","17 07 33.59 -36 24 28.4","Sco","VAR","--","14.21 (0.45) r"
"GDS_J1709187-391003","--","17 09 18.75 -39 10 03.0","Sco","VAR","--","15.49 - ? r"
"GDS_J1709188-390945","--","17 09 18.83 -39 09 45.6","Sco","VAR","--","11.11 (0.14) r"
"GDS_J1709599-374111","--","17 09 59.97 -37 41 11.5","Sco","VAR","--","14.17 (0.60) i"
"GDS_J1710026-363232","--","17 10 02.63 -36 32 32.9","Sco","VAR","--","14.38 (0.91) i"
"GDS_J1710041-363230","--","17 10 04.10 -36 32 30.3","Sco","VAR","--","16.16 (2.78) r"
"GDS_J1710096-405316","--","17 10 09.69 -40 53 16.2","Sco","VAR","--","11.16 (0.22) r"
"GDS_J1710159-400022","--","17 10 15.93 -40 00 22.2","Sco","VAR","--","12.73 (0.16) r"
"GDS_J1711144-420150","--","17 11 14.46 -42 01 50.7","Sco","VAR","--","13.14 (0.26) i"
"GDS_J1711168-394516","--","17 11 16.81 -39 45 16.9","Sco","VAR","--","14.50 (0.28) r"
"GDS_J1711176-394454","--","17 11 17.69 -39 44 54.2","Sco","VAR","--","13.19 (0.20) r"
"GDS_J1711216-415709","--","17 11 21.66 -41 57 09.5","Sco","VAR","--","15.81 (0.92) r"
"GDS_J1711228-415702","--","17 11 22.86 -41 57 02.1","Sco","VAR","--","14.56 (0.40) r"
"GDS_J1711413-393740","--","17 11 41.36 -39 37 40.9","Sco","VAR","--","15.03 (0.41) r"
"GDS_J1711472-402155","--","17 11 47.20 -40 21 55.1","Sco","VAR","--","14.91 (0.43) r"
"GDS_J1711482-402217","--","17 11 48.20 -40 22 17.9","Sco","VAR","--","15.16 (3.88) i"
"GDS_J1712163-431431","--","17 12 16.34 -43 14 31.5","Sco","VAR","--","14.29 (0.73) i"
"GDS_J1712163-445918","--","17 12 16.33 -44 59 18.0","Sco","VAR","--","16.39 (3.82) r"
"GDS_J1712178-431422","--","17 12 17.89 -43 14 22.6","Sco","VAR","--","14.46 (0.70) i"
"GDS_J1712234-464154","--","17 12 23.42 -46 41 54.5","Ara","VAR","--","15.74 (0.98) r"
"GDS_J1712235-464208","--","17 12 23.58 -46 42 08.4","Ara","VAR","--","13.17 (0.13) r"
"GDS_J1712374-374026","--","17 12 37.48 -37 40 26.0","Sco","VAR","--","16.94 (2.19) r"
"GDS_J1713006-370211","--","17 13 00.67 -37 02 11.9","Sco","VAR","--","14.75 (0.28) r"
"GDS_J1713232-364938","--","17 13 23.29 -36 49 38.8","Sco","VAR","--","14.66 (0.48) r"
"GDS_J1713248-364918","--","17 13 24.87 -36 49 18.4","Sco","VAR","--","10.96 (0.10) r"
"GDS_J1716592-362223","--","17 16 59.25 -36 22 23.7","Sco","VAR","--","13.99 (0.20) r"
"GDS_J1717001-362203","--","17 17 00.16 -36 22 03.9","Sco","VAR","--","15.09 (0.66) r"
"GDS_J1717064-374807","--","17 17 06.46 -37 48 07.1","Sco","VAR","--","14.73 (0.33) r"
"GDS_J1717075-374814","--","17 17 07.50 -37 48 14.5","Sco","VAR","--","15.43 (0.62) r"
"GDS_J1717249-374818","--","17 17 24.91 -37 48 18.0","Sco","VAR","--","17.07 (2.56) r"
"GDS_J1718259-370402","--","17 18 25.91 -37 04 02.8","Sco","VAR","--","14.68 (0.35) r"
"GDS_J1719491-360318","--","17 19 49.10 -36 03 18.1","Sco","VAR","--","14.64 (0.48) r"
"GDS_J1719508-360337","--","17 19 50.88 -36 03 37.0","Sco","VAR","--","13.86 (0.43) r"
